 20241128-082915,[command] python run_expid.py --config ./config/FinalMLP_frappe_x1 --expid FinalMLP_frappe_x1_019_c15f98e7 --gpu 0,[exp_id] FinalMLP_frappe_x1_019_c15f98e7,[dataset_id] frappe_x1_47e6e0df,[train] N.A.,[val] AUC: 0.986908 - logloss: 0.150929,[test] AUC: 0.985383 - logloss: 0.161155
 20241128-083049,[command] python run_expid.py --config ./config/FinalMLP_frappe_x1 --expid FinalMLP_frappe_x1_022_508d4d70 --gpu 0,[exp_id] FinalMLP_frappe_x1_022_508d4d70,[dataset_id] frappe_x1_47e6e0df,[train] N.A.,[val] AUC: 0.986230 - logloss: 0.140924,[test] AUC: 0.985034 - logloss: 0.148676
 20241128-083232,[command] python run_expid.py --config ./config/FinalMLP_frappe_x1 --expid FinalMLP_frappe_x1_023_cf8b24f8 --gpu 0,[exp_id] FinalMLP_frappe_x1_023_cf8b24f8,[dataset_id] frappe_x1_47e6e0df,[train] N.A.,[val] AUC: 0.985655 - logloss: 0.148133,[test] AUC: 0.984261 - logloss: 0.156194
 20241128-083404,[command] python run_expid.py --config ./config/FinalMLP_frappe_x1 --expid FinalMLP_frappe_x1_027_23d3517f --gpu 0,[exp_id] FinalMLP_frappe_x1_027_23d3517f,[dataset_id] frappe_x1_47e6e0df,[train] N.A.,[val] AUC: 0.986534 - logloss: 0.145473,[test] AUC: 0.984980 - logloss: 0.156738
 20241128-083528,[command] python run_expid.py --config ./config/FinalMLP_frappe_x1 --expid FinalMLP_frappe_x1_028_accc72b6 --gpu 0,[exp_id] FinalMLP_frappe_x1_028_accc72b6,[dataset_id] frappe_x1_47e6e0df,[train] N.A.,[val] AUC: 0.985472 - logloss: 0.146440,[test] AUC: 0.984677 - logloss: 0.150667
 20241128-083703,[command] python run_expid.py --config ./config/FinalMLP_frappe_x1 --expid FinalMLP_frappe_x1_031_603ae6a4 --gpu 0,[exp_id] FinalMLP_frappe_x1_031_603ae6a4,[dataset_id] frappe_x1_47e6e0df,[train] N.A.,[val] AUC: 0.986282 - logloss: 0.147680,[test] AUC: 0.985132 - logloss: 0.155292
 20241209-124156,[command] python run_expid.py --config ./config/FinalMLP_frappe_x1 --expid FinalMLP_frappe_x1_023_cf8b24f8 --gpu 0,[exp_id] FinalMLP_frappe_x1_023_cf8b24f8,[dataset_id] frappe_x1_47e6e0df,[train] N.A.,[val] AUC: 0.985655 - logloss: 0.148133,[test] AUC: 0.984261 - logloss: 0.156194
 20241209-124608,[command] python run_expid.py --config ./config/FinalMLP_frappe_x1 --expid FinalMLP_frappe_x1_023_cf8b24f8 --gpu 0,[exp_id] FinalMLP_frappe_x1_023_cf8b24f8,[dataset_id] frappe_x1_47e6e0df,[train] N.A.,[val] AUC: 0.986908 - logloss: 0.150929,[test] AUC: 0.985383 - logloss: 0.161155
 20241210-215428,[command] python run_expid.py --config ./config/FinalMLP_frappe_x1 --expid FinalMLP_frappe_x1_025_9edf1620 --gpu 0,[exp_id] FinalMLP_frappe_x1_025_9edf1620,[dataset_id] frappe_x1_47e6e0df,[train] N.A.,[val] AUC: 0.986168 - logloss: 0.149975,[test] AUC: 0.985623 - logloss: 0.153249
 20241211-151424,[command] python run_expid.py --config ./config/FinalMLP_frappe_x1 --expid FinalMLP_frappe_x1_025_9edf1620 --gpu 0,[exp_id] FinalMLP_frappe_x1_025_9edf1620,[dataset_id] frappe_x1_47e6e0df,[train] N.A.,[val] AUC: 0.989524 - logloss: 1.283349,[test] AUC: 0.989721 - logloss: 1.280350
 20241211-151956,[command] python run_expid.py --config ./config/FinalMLP_frappe_x1 --expid FinalMLP_frappe_x1_025_9edf1620 --gpu 0,[exp_id] FinalMLP_frappe_x1_025_9edf1620,[dataset_id] frappe_x1_47e6e0df,[train] N.A.,[val] AUC: 0.982718 - logloss: 0.826158,[test] AUC: 0.983979 - logloss: 0.819278
 20241211-152807,[command] python run_expid.py --config ./config/FinalMLP_frappe_x1 --expid FinalMLP_frappe_x1_025_9edf1620 --gpu 0,[exp_id] FinalMLP_frappe_x1_025_9edf1620,[dataset_id] frappe_x1_47e6e0df,[train] N.A.,[val] AUC: 0.985637 - logloss: 1.147160,[test] AUC: 0.984543 - logloss: 1.141535
 20241211-153048,[command] python run_expid.py --config ./config/FinalMLP_frappe_x1 --expid FinalMLP_frappe_x1_025_9edf1620 --gpu 0,[exp_id] FinalMLP_frappe_x1_025_9edf1620,[dataset_id] frappe_x1_47e6e0df,[train] N.A.,[val] AUC: 0.986166 - logloss: 1.223848,[test] AUC: 0.986605 - logloss: 1.221683
